date,category,article_link
2025-10-30,Venture/Finance,https://www.etnews.com/20251029000126
2025-10-30,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=05395606642337840
2025-10-30,Venture/Finance,https://www.hankyung.com/article/2025102906241
2025-10-31,Venture/Finance,https://www.dt.co.kr/article/12026111
2025-10-31,Venture/Finance,https://www.etnews.com/20251030000302
2025-10-31,Venture/Finance,https://www.sedaily.com/NewsView/2GZDP0PO0S
2025-10-31,Venture/Finance,https://www.sedaily.com/NewsView/2GZDO5IQ3Q
2025-11-10,Venture/Finance,https://www.dt.co.kr/article/12028098?ref=naver
2025-11-10,Venture/Finance,https://www.hankyung.com/article/2025110710171
2025-11-10,Venture/Finance,https://www.sedaily.com/NewsView/2H0D2BICQF
2025-11-10,Venture/Finance,https://www.mt.co.kr/stock/2025/11/09/2025110818112726851
2025-11-10,Venture/Finance,https://www.etnews.com/20251107000215
2025-11-10,Venture/Finance,https://www.sedaily.com/NewsView/2H0D1XENE6
2025-11-11,Venture/Finance,https://www.hankyung.com/article/2025111035181
2025-11-11,Venture/Finance,https://www.mt.co.kr/finance/2025/11/10/2025111010394857180
2025-11-11,Venture/Finance,https://www.dt.co.kr/article/12028378
2025-11-12,Venture/Finance,https://www.kmib.co.kr/article/view.asp?arcid=1762845457
2025-11-12,Venture/Finance,https://www.mk.co.kr/article/11465521
2025-11-12,Venture/Finance,https://www.hankyung.com/article/2025111177201
2025-11-12,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=05408726642364736
2025-11-12,Venture/Finance,https://www.ajunews.com/view/20251110165228668
2025-11-13,Venture/Finance,https://www.dt.co.kr/article/12028963?ref=naver
2025-11-13,Venture/Finance,https://www.sedaily.com/NewsView/2H0FD6LLA5
2025-11-13,Venture/Finance,https://www.hankyung.com/article/2025111201501
2025-11-13,Venture/Finance,https://www.hankyung.com/article/2025111201231
2025-11-13,Venture/Finance,https://www.sedaily.com/NewsView/2H0FCC76KG
2025-11-13,Venture/Finance,https://www.hankyung.com/article/2025111201951
2025-11-14,Venture/Finance,https://www.etnews.com/20251113000222
2025-11-14,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=04224646642365392
2025-11-14,Venture/Finance,https://www.hankyung.com/article/2025111326741
2025-11-14,Venture/Finance,https://www.hankyung.com/article/2025111326391
2025-11-14,Venture/Finance,https://www.hankyung.com/article/202511131869r
2025-11-14,Venture/Finance,http://www.fnnews.com/news/202511131807424215
2025-11-14,Venture/Finance,https://www.mt.co.kr/stock/2025/11/13/2025111316405245589
2025-11-17,Venture/Finance,https://www.mk.co.kr/article/11468603
2025-11-17,Venture/Finance,https://www.mk.co.kr/article/11469387
2025-11-17,Venture/Finance,https://www.etnews.com/20251116000004
2025-11-17,Venture/Finance,https://www.sedaily.com/NewsView/2H0H6XP53B
2025-11-17,Venture/Finance,https://www.hankyung.com/article/2025111668271
2025-11-18,Venture/Finance,https://www.etnews.com/20251117000307
2025-11-18,Venture/Finance,https://www.dt.co.kr/article/12029653
2025-11-18,Venture/Finance,https://www.hankyung.com/article/2025111790111
2025-11-18,Venture/Finance,https://www.mk.co.kr/article/11470255
2025-11-18,Venture/Finance,https://www.hankyung.com/article/2025111791271
2025-11-18,Venture/Finance,https://www.hankyung.com/article/202511178381r
2025-11-18,Venture/Finance,https://www.mt.co.kr/thebio/2025/11/17/2025111715273429647
2025-11-19,Venture/Finance,https://www.mk.co.kr/article/11471301
2025-11-19,Venture/Finance,https://www.etnews.com/20251118000298
2025-11-19,Venture/Finance,http://www.fnnews.com/news/202511181831488480
2025-11-19,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=04244326642367032
2025-11-19,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=02653526642367032
2025-11-19,Venture/Finance,https://www.newstomato.com/ReadNews.aspx?no=1281991
2025-11-20,Venture/Finance,https://www.hankyung.com/article/2025111940511
2025-11-20,Venture/Finance,http://www.viva100.com/article/20251118500758
2025-11-21,Venture/Finance,https://www.etnews.com/20251120000382
2025-11-21,Venture/Finance,https://www.dt.co.kr/article/12030457?ref=naver
2025-11-21,Venture/Finance,http://www.fnnews.com/news/202511201813324210
2025-11-21,Venture/Finance,https://www.hankyung.com/article/2025112063291
2025-11-21,Venture/Finance,https://www.sedaily.com/NewsView/2H0J290BXK
2025-11-21,Venture/Finance,https://www.sedaily.com/NewsView/2H0J0VRP0G
2025-11-24,Venture/Finance,https://www.donga.com/news/It/article/all/20251121/132818089/2
2025-11-24,Venture/Finance,https://www.sedaily.com/NewsView/2H0KFCQTE4
2025-11-24,Venture/Finance,https://www.hankyung.com/article/2025112184881
2025-11-24,Venture/Finance,https://www.etnews.com/20251121000222
2025-11-24,Venture/Finance,https://www.sedaily.com/NewsView/2H0JIPFUBW
2025-11-24,Venture/Finance,https://www.sedaily.com/NewsView/2H0KEM9IHH
2025-11-24,Venture/Finance,https://www.mt.co.kr/stock/2025/11/23/2025112119180156795
2025-11-25,Venture/Finance,https://www.hankyung.com/article/2025112412991
2025-11-25,Venture/Finance,https://www.sedaily.com/NewsView/2H0KW3K42M
2025-11-25,Venture/Finance,https://www.dt.co.kr/article/12031115?ref=naver
2025-11-25,Venture/Finance,https://www.hankyung.com/article/2025112425111
2025-11-25,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=04152486642369000
2025-11-26,Venture/Finance,https://www.sedaily.com/NewsView/2H0LCXXNQH
2025-11-26,Venture/Finance,https://www.dt.co.kr/article/12031202?ref=naver
2025-11-26,Venture/Finance,https://www.sedaily.com/NewsView/2H0LB32I3D
2025-11-26,Venture/Finance,https://www.hankyung.com/article/2025112549111
2025-11-26,Venture/Finance,https://www.sedaily.com/NewsView/2H0LCM534C
2025-11-26,Venture/Finance,https://www.mt.co.kr/stock/2025/11/25/2025112514133973155
2025-11-27,Venture/Finance,http://www.fnnews.com/news/202511261821447885
2025-11-27,Venture/Finance,https://www.hankyung.com/article/2025112674731
2025-11-27,Venture/Finance,https://www.etnews.com/20251126000197
2025-11-27,Venture/Finance,https://www.hankyung.com/article/2025112674621
2025-11-27,Venture/Finance,https://www.etnews.com/20251126000170
2025-11-27,Venture/Finance,https://www.dt.co.kr/article/12031632
2025-11-27,Venture/Finance,https://www.sedaily.com/NewsView/2H0LSVA6ZT
2025-11-28,Venture/Finance,https://www.etnews.com/20251127000259
2025-11-28,Venture/Finance,https://www.hankyung.com/article/2025112702331
2025-11-28,Venture/Finance,https://www.mt.co.kr/future/2025/11/27/2025112511162897974
2025-11-28,Venture/Finance,https://www.mt.co.kr/future/2025/11/27/2025112714515269588
2025-11-28,Venture/Finance,https://www.ajunews.com/view/20251127152654362
2025-11-28,Venture/Finance,https://www.hankyung.com/article/2025112702171
2025-11-03,Venture/Finance,https://www.mt.co.kr/future/2025/10/31/2025103113445267906
2025-11-03,Venture/Finance,https://www.mt.co.kr/future/2025/10/31/2025103115173030457
2025-11-03,Venture/Finance,https://www.sedaily.com/NewsView/2H0ARUQSZB
2025-11-03,Venture/Finance,https://www.mt.co.kr/stock/2025/11/02/2025110120245441800
2025-11-03,Venture/Finance,https://www.ajunews.com/view/20251102134658230
2025-11-04,Venture/Finance,https://www.mt.co.kr/future/2025/11/03/2025110310200559653
2025-11-04,Venture/Finance,http://www.fnnews.com/news/202511031817377541
2025-11-04,Venture/Finance,https://www.sedaily.com/NewsView/2H0B830GXT
2025-11-04,Venture/Finance,https://www.sedaily.com/NewsView/2H0B7ZQE6Q
2025-11-04,Venture/Finance,https://www.mt.co.kr/future/2025/11/03/2025110309315394968
2025-11-04,Venture/Finance,https://www.mt.co.kr/future/2025/11/03/2025110315022288320
2025-11-04,Venture/Finance,http://www.fnnews.com/news/202511031820528998
2025-11-05,Venture/Finance,https://www.sedaily.com/NewsView/2H0BP7D3OH
2025-11-05,Venture/Finance,https://www.hankookilbo.com/News/Read/A2025110415520003425
2025-11-05,Venture/Finance,https://www.etnews.com/20251104000343
2025-11-05,Venture/Finance,https://www.etnews.com/20251104000362
2025-11-06,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=05680966642362768
2025-11-06,Venture/Finance,http://www.viva100.com/article/20251105500586
2025-11-06,Venture/Finance,https://www.kmib.co.kr/article/view.asp?arcid=1762333277
2025-11-06,Venture/Finance,http://www.chosun.com/economy/tech_it/2025/11/06/OIDLHOWDSNCYFA27MVUQEW6MSU/
2025-11-06,Venture/Finance,https://www.dt.co.kr/article/12027421?ref=naver
2025-11-06,Venture/Finance,https://www.kmib.co.kr/article/view.asp?arcid=1762330127
2025-11-07,Venture/Finance,https://www.sedaily.com/NewsView/2H0CKOM2QB
2025-11-07,Venture/Finance,https://www.mt.co.kr/future/2025/11/06/2025110609154123059
2025-11-07,Venture/Finance,https://www.sedaily.com/NewsView/2H0CMD17BL
2025-11-07,Venture/Finance,https://www.etnews.com/20251106000296
2025-11-07,Venture/Finance,https://www.hankyung.com/article/2025110686781
2025-12-10,Venture/Finance,https://www.mt.co.kr/future/2025/12/09/2025120911084057938
2025-12-10,Venture/Finance,https://www.mk.co.kr/article/11488030
2025-12-10,Venture/Finance,https://www.sedaily.com/NewsView/2H1NX1MEC2
2025-12-10,Venture/Finance,https://www.dt.co.kr/article/12034088?ref=naver
2025-12-10,Venture/Finance,https://www.mk.co.kr/news/stock/11488246
2025-12-10,Venture/Finance,https://www.mt.co.kr/stock/2025/12/09/2025120915165831742
2025-12-11,Venture/Finance,https://www.newstomato.com/ReadNews.aspx?no=1284435
2025-12-11,Venture/Finance,https://www.mt.co.kr/future/2025/12/10/2025121014100871551
2025-12-11,Venture/Finance,https://www.hankyung.com/article/2025121058251
2025-12-11,Venture/Finance,https://www.ajunews.com/view/20251210134122797
2025-12-11,Venture/Finance,http://go.seoul.co.kr/news/newsView.php?id=20251210500146
2025-12-11,Venture/Finance,https://www.etnews.com/20251210000144
2025-12-12,Venture/Finance,https://www.etnews.com/20251211000384
2025-12-12,Venture/Finance,http://www.fnnews.com/news/202512111840019011
2025-12-12,Venture/Finance,https://www.dt.co.kr/article/12034714?ref=naver
2025-12-12,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=03844166642397536
2025-12-12,Venture/Finance,https://www.hankyung.com/article/2025121184811
2025-12-12,Venture/Finance,https://www.dt.co.kr/article/12034624?ref=naver
2025-12-15,Venture/Finance,http://www.viva100.com/article/20251212500792
2025-12-15,Venture/Finance,https://www.dt.co.kr/article/12035024?ref=naver
2025-12-15,Venture/Finance,https://www.hankyung.com/article/2025121208071
2025-12-15,Venture/Finance,https://www.etnews.com/20251212000259
2025-12-15,Venture/Finance,https://www.mt.co.kr/future/2025/12/14/2025121413173691375
2025-12-15,Venture/Finance,https://www.sedaily.com/NewsView/2H1Q849SBF
2025-12-15,Venture/Finance,https://www.sedaily.com/NewsView/2H1Q7DG1LW
2025-12-16,Venture/Finance,https://www.dt.co.kr/article/12035078?ref=naver
2025-12-16,Venture/Finance,http://www.chosun.com/economy/smb-venture/2025/12/16/AQKW7RRZ2BEJVLRMXYRPZRKF3E/
2025-12-16,Venture/Finance,https://www.hankyung.com/article/2025121549161
2025-12-16,Venture/Finance,https://www.sedaily.com/NewsView/2H1QO6LREP
2025-12-16,Venture/Finance,https://www.mt.co.kr/future/2025/12/15/2025121514351378977
2025-12-16,Venture/Finance,https://www.mt.co.kr/future/2025/12/15/2025121510055157376
2025-12-17,Venture/Finance,http://www.fnnews.com/news/202512161809280350
2025-12-17,Venture/Finance,https://www.mk.co.kr/article/11493625
2025-12-17,Venture/Finance,http://www.fnnews.com/news/202512161809464798
2025-12-17,Venture/Finance,https://www.hankyung.com/article/2025121674691
2025-12-17,Venture/Finance,https://www.sedaily.com/NewsView/2H1R57NCLW
2025-12-18,Venture/Finance,https://www.hankyung.com/article/2025121700741
2025-12-18,Venture/Finance,http://www.segye.com/newsView/20251217515382
2025-12-18,Venture/Finance,https://www.ajunews.com/view/20251217131102886
2025-12-18,Venture/Finance,https://www.sedaily.com/NewsView/2H1RLJDYVN
2025-12-18,Venture/Finance,https://www.etnews.com/20251217000416
2025-12-18,Venture/Finance,https://www.mt.co.kr/future/2025/12/17/2025121709400950846
2025-12-19,Venture/Finance,https://www.etnews.com/20251218000298
2025-12-19,Venture/Finance,https://www.mt.co.kr/future/2025/12/18/2025121815015835389
2025-12-19,Venture/Finance,https://www.sedaily.com/NewsView/2H1S06BIDU
2025-12-19,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=03542406642399832
2025-12-19,Venture/Finance,https://www.hankyung.com/article/2025121827121
2025-12-01,Venture/Finance,https://www.hankookilbo.com/News/Read/A2025112809570003448
2025-12-01,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=01489126642370968
2025-12-01,Venture/Finance,https://www.etnews.com/20251130000024
2025-12-01,Venture/Finance,https://www.mt.co.kr/future/2025/11/30/2025112817092591318
2025-12-01,Venture/Finance,https://www.hankyung.com/article/2025113043711
2025-12-01,Venture/Finance,https://www.mt.co.kr/future/2025/11/30/2025113013120930227
2025-12-01,Venture/Finance,https://www.mk.co.kr/article/11479891
2025-12-22,Venture/Finance,https://www.mt.co.kr/future/2025/12/21/2025121911081199966
2025-12-22,Venture/Finance,https://www.mt.co.kr/future/2025/12/21/2025122113204314350
2025-12-22,Venture/Finance,https://www.hankyung.com/article/2025121947271
2025-12-22,Venture/Finance,https://www.hankyung.com/article/2025122168891
2025-12-22,Venture/Finance,https://www.sedaily.com/NewsView/2H1TFC1AU0
2025-12-22,Venture/Finance,http://www.chosun.com/special/special_section/2025/12/22/ZR4HUTM27RDZ3AOIUZ6EMXET44/
2025-12-23,Venture/Finance,https://www.mt.co.kr/stock/2025/12/22/2025122214273892136
2025-12-23,Venture/Finance,https://www.etnews.com/20251222000341
2025-12-23,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=04018006642401144
2025-12-23,Venture/Finance,https://www.sedaily.com/NewsView/2H1TWNH80E
2025-12-23,Venture/Finance,https://www.hankyung.com/article/2025122292131
2025-12-23,Venture/Finance,https://www.sedaily.com/NewsView/2H1TVO8AMD
2025-12-24,Venture/Finance,http://www.fnnews.com/news/202512231825421916
2025-12-24,Venture/Finance,https://www.etnews.com/20251223000305
2025-12-24,Venture/Finance,https://www.sedaily.com/NewsView/2H1UD8MJMO
2025-12-24,Venture/Finance,https://www.hankyung.com/article/2025122316731
2025-12-24,Venture/Finance,https://www.mt.co.kr/future/2025/12/23/2025122309460210512
2025-12-26,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=01797446642402128
2025-12-26,Venture/Finance,https://www.sedaily.com/NewsView/2H1VAGFFWW
2025-12-26,Venture/Finance,https://www.mt.co.kr/stock/2025/12/25/2025122415075353224
2025-12-26,Venture/Finance,http://www.fnnews.com/news/202512251917143471
2025-12-29,Venture/Finance,https://www.sedaily.com/NewsView/2H1WOAHV8G
2025-12-29,Venture/Finance,http://www.fnnews.com/news/202512281813450237
2025-12-29,Venture/Finance,https://www.sedaily.com/NewsView/2H1WMQWV4B
2025-12-29,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=01482566642403112
2025-12-29,Venture/Finance,https://www.sedaily.com/NewsView/2H1WO1V8FP
2025-12-02,Venture/Finance,https://www.dt.co.kr/article/12032479?ref=naver
2025-12-02,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=03496486642394256
2025-12-02,Venture/Finance,https://www.dt.co.kr/article/12032287?ref=naver
2025-12-02,Venture/Finance,https://www.etnews.com/20251201000003
2025-12-02,Venture/Finance,http://www.chosun.com/economy/stock-finance/2025/12/02/Y4ZYDLSXZNELZA2PH2YBJJXX3I/
2025-12-02,Venture/Finance,https://www.ajunews.com/view/20251201161327532
2025-12-30,Venture/Finance,https://www.dt.co.kr/article/12037603?ref=naver
2025-12-30,Venture/Finance,https://www.mk.co.kr/article/11916698
2025-12-30,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=04221366642403440
2025-12-30,Venture/Finance,https://www.hankyung.com/article/2025122907771
2025-12-30,Venture/Finance,https://www.hankyung.com/article/2025122909001
2025-12-30,Venture/Finance,https://www.mk.co.kr/news/it/11917203
2025-12-30,Venture/Finance,https://www.sedaily.com/NewsView/2H1X44MXYY
2025-12-31,Venture/Finance,https://www.hankyung.com/article/2025123032451
2025-12-31,Venture/Finance,https://www.hankyung.com/article/2025123032431
2025-12-31,Venture/Finance,http://www.fnnews.com/news/202512301843047431
2025-12-31,Venture/Finance,https://www.etnews.com/20251230000141
2025-12-31,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=03650646642403768
2025-12-31,Venture/Finance,https://www.hankyung.com/article/2025123034171
2025-12-03,Venture/Finance,http://www.fnnews.com/news/202512021836310073
2025-12-03,Venture/Finance,https://www.etnews.com/20251202000239
2025-12-03,Venture/Finance,http://www.viva100.com/article/20251201501256
2025-12-03,Venture/Finance,http://www.fnnews.com/news/202512021836330434
2025-12-03,Venture/Finance,https://www.hankyung.com/article/2025120292421
2025-12-03,Venture/Finance,https://www.hankyung.com/article/2025120292411
2025-12-03,Venture/Finance,https://www.ajunews.com/view/20251202155002397
2025-12-04,Venture/Finance,https://www.ajunews.com/view/20251203090254750
2025-12-04,Venture/Finance,https://www.etnews.com/20251203000255
2025-12-04,Venture/Finance,https://www.dt.co.kr/article/12033048?ref=naver
2025-12-04,Venture/Finance,https://www.etnews.com/20251203000305
2025-12-04,Venture/Finance,https://www.mk.co.kr/article/11483311
2025-12-04,Venture/Finance,https://www.mk.co.kr/news/it/11483346
2025-12-04,Venture/Finance,https://www.mk.co.kr/article/11483484
2025-12-05,Venture/Finance,https://www.hankyung.com/article/2025120445491
2025-12-05,Venture/Finance,http://www.fnnews.com/news/202512041842463401
2025-12-05,Venture/Finance,http://go.seoul.co.kr/news/newsView.php?id=20251205027006
2025-12-05,Venture/Finance,https://www.sedaily.com/NewsView/2H1LN64E2S
2025-12-05,Venture/Finance,http://www.fnnews.com/news/202512041833267869
2025-12-05,Venture/Finance,https://www.mk.co.kr/article/11484547
2025-12-08,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=01525206642396224
2025-12-08,Venture/Finance,https://www.etnews.com/20251205000199
2025-12-08,Venture/Finance,https://www.etnews.com/20251207000011
2025-12-08,Venture/Finance,https://www.kmib.co.kr/article/view.asp?arcid=1764834895
2025-12-08,Venture/Finance,https://www.hankyung.com/article/2025120786451
2025-12-08,Venture/Finance,https://www.sedaily.com/NewsView/2H1MZKFWEB
2025-12-09,Venture/Finance,https://www.segye.com/newsView/20251208514383
2025-12-09,Venture/Finance,http://www.fnnews.com/news/202512081811527326
2025-12-09,Venture/Finance,https://www.hankyung.com/article/2025120894611
2025-12-09,Venture/Finance,https://www.etnews.com/20251208000165
2025-12-09,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=04172166642396552
2025-12-09,Venture/Finance,https://www.sedaily.com/NewsView/2H1NHFV0DE
2026-01-12,Venture/Finance,http://www.fnnews.com/news/202601111847350577
2026-01-12,Venture/Finance,https://www.ajunews.com/view/20260111103319357
2026-01-12,Venture/Finance,https://www.sedaily.com/NewsView/2K79FTLNES
2026-01-12,Venture/Finance,https://www.sedaily.com/NewsView/2K78IL30KZ
2026-01-12,Venture/Finance,https://www.ajunews.com/view/20260111091923319
2026-01-12,Venture/Finance,https://www.ajunews.com/view/20260111093453326
2026-01-12,Venture/Finance,https://www.etnews.com/20260109000332
2026-01-13,Venture/Finance,https://www.ajunews.com/view/20260112141053063
2026-01-13,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=02181206645317064
2026-01-13,Venture/Finance,https://www.kmib.co.kr/article/view.asp?arcid=1768207569
2026-01-13,Venture/Finance,https://www.hankyung.com/article/2026011244571
2026-01-13,Venture/Finance,https://www.mt.co.kr/future/2026/01/12/2026011210415527162
2026-01-13,Venture/Finance,https://www.hankyung.com/article/2026011263291
2026-01-14,Venture/Finance,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202601121434153740297
2026-01-14,Venture/Finance,http://www.edaily.co.kr/news/newspath.asp?newsid=04300086645317392
2026-01-14,Venture/Finance,https://www.ajunews.com/view/20260113114348737
2026-01-14,Venture/Finance,https://www.hankyung.com/article/2026011381971
2026-01-14,Venture/Finance,https://www.hankyung.com/article/2026011381981
2026-01-14,Venture/Finance,https://www.mt.co.kr/stock/2026/01/13/2026011314523077584
2026-01-14,Venture/Finance,https://www.etnews.com/20260113000216
2026-01-15,Venture/Finance,https://www.etnews.com/20260114000229
2026-01-15,Venture/Finance,https://www.etnews.com/20260114000255
2026-01-15,Venture/Finance,https://www.hankyung.com/article/2026011409831
2026-01-15,Venture/Finance,https://www.etnews.com/20260114000250
2026-01-15,Venture/Finance,http://www.viva100.com/article/20260114500850
2026-01-15,Venture/Finance,https://www.hankyung.com/article/2026011409711
2026-01-16,Venture/Finance,https://www.mt.co.kr/future/2026/01/15/2026011512211342750
2026-01-16,Venture/Finance,https://www.sedaily.com/NewsView/2K7BAZ5BD4
2026-01-16,Venture/Finance,https://www.mt.co.kr/future/2026/01/15/2026011511302677061
2026-01-16,Venture/Finance,https://www.dt.co.kr/article/12040814?ref=naver
2026-01-16,Venture/Finance,https://www.newstomato.com/ReadNews.aspx?no=1287985
2026-01-16,Venture/Finance,https://www.mt.co.kr/stock/2026/01/15/2026011515302030389
